Ciudad,via,tipo radar,km,direccion
,SG-342,Radar Móvil,0.000-32.730,32.730
,SG-342,Radar Móvil,32.880-43.050,43.050
,SG-500,Radar Móvil,0.000-19.680,19.680
,SG-723,Radar Móvil,0.000-8.300,8.300
,SG-911,Radar Móvil,0.000-8.200,8.200
,SG-P-2222,Radar Móvil,0.000-22.030,22.030
,A-351,Radar Móvil,0.000-32.940,32.940
,A-360,Radar Móvil,0.000-12.480,12.480
,A-360,Radar Móvil,16.760-43.790,43.790
,A-361,Radar Móvil,18.930-38.110,38.110
,A-362,Radar Móvil,0.000-9.860,9.860
,A-364,Radar Móvil,0.000-41.610,41.610
,A-375,Radar Móvil,3.540-45.140,45.140
,A-376,Radar Fijo,2.995,Decreciente
,A-376,Radar Fijo,1.97,Creciente
,A-376,Radar Fijo,22.8,Creciente
,A-380,Radar Móvil,13.870-40.280,40.280
,A-388,Radar Móvil,0.000-36.410,36.410
,A-394,Radar Fijo,6.055,Creciente
,A-4,Radar Fijo,484.238,Decreciente
,A-4,Radar Fijo,495.661,Creciente
,A-4,Radar Fijo,529.6,Creciente
,A-407,Radar Móvil,0.000-39.660,39.660
,A-432,Radar Móvil,1.270-15.810,15.810
,A-436,Radar Fijo,11.509,Creciente
,A-436,Radar Móvil,7.550-36.320,36.320
,A-455,Radar Móvil,21.960-47.180,47.180
,A-457,Radar Móvil,0.000-21.610,21.610
,A-462,Radar Móvil,7.740-28.030,28.030
,A-471,Radar Móvil,0.000-10.650,10.650
,A-473,Radar Fijo,8.995,Decreciente
,A-474,Radar Móvil,7.740-19.150,19.150
,A-476,Radar Móvil,0.000-19.100,19.100
,A-49,Radar Fijo,0.5,Decreciente
,A-66,Radar Fijo,795.57,Creciente
,A-8005,Radar Móvil,6.440-15.260,15.260
,A-8006,Radar Móvil,11.840-21.780,21.780
,A-8033,Radar Móvil,0.000-5.690,5.690
,A-8057,Radar Fijo,0.46,Creciente
,A-8057,Radar Fijo,0.67,Decreciente
,A-8058,Radar Móvil,0.700-8.070,8.070
,A-8058,Radar Fijo,10.17,Creciente
,A-8058,Radar Fijo,4.93,Creciente
,A-92,Radar Fijo,5.564,Decreciente
,A-92,Radar Fijo,5.579,Creciente
,A-92,Radar Fijo,10.895,Decreciente
,A-92,Radar Fijo,83.844,Decreciente
,A-92,Radar Fijo,0.797,Creciente
,A-92,Radar Fijo,0.8,Decreciente
,A-92,Radar Fijo,29.15,Decreciente
,N-433,Radar Móvil,35.770-61.350,61.350
,N-433,Radar Fijo,38.5,Decreciente
,N-433,Radar Fijo,44.32,Decreciente
,N-630,Radar Móvil,808.800-810.760,810.760
,N-IV,Radar Móvil,558.440-571.080,571.080
,N-IV,Radar Móvil,571.080-585.410,585.410
,N-IV,Radar Tramo,573.367(4.442m),m)
,N-IV,Radar Tramo,577.809(4.442m),m)
,N-IV,Radar Móvil,585.410-606.460,606.460
,N-IV,Radar Móvil,606.460-615.810,615.810
,SE-020,Radar Fijo,2.738,Creciente
,SE-30,Radar Fijo,9.887,Creciente
,SE-30,Radar Fijo,11.106,Decreciente
,SE-30,Radar Fijo,11.114,Decreciente
,SE-30,Radar Fijo,0.446,Creciente
,SE-30,Radar Fijo,0.622,Decreciente
,SE-30,Radar Fijo,10.18,Decreciente
,SE-30,Radar Fijo,10.53,Creciente
,SE-3408,Radar Móvil,0.000-12.400,12.400
,SE-5204,Radar Móvil,0.000-12.630,12.630
,A-2,Radar Fijo,141.431,Creciente
,A-2,Radar Fijo,151.894,Decreciente
,CL-101,Radar Móvil,0.000-34.120,34.120
,CL-101,Radar Fijo,32.3,Decreciente
,CL-101,Radar Móvil,34.120-72.310,72.310
,CL-101,Radar Móvil,76.330-105.500,105.500
,CL-116,Radar Móvil,0.000-47.710,47.710
,CL-116,Radar Móvil,49.880-87.460,87.460
,CL-117,Radar Móvil,32.940-62.050,62.050
,N-110,Radar Móvil,66.830-90.390,90.390
,N-111,Radar Móvil,228.800-260.260,260.260
,N-111,Radar Fijo,237.65,Decreciente
,N-113,Radar Móvil,51.540-62.760,62.760
,N-122,Radar Fijo,132.756,Decreciente
,N-122,Radar Móvil,107.500-148.080,148.080
,N-122,Radar Fijo,142.26,Creciente
,N-122,Radar Móvil,158.700-209.560,209.560
,N-122,Radar Fijo,171.65,Creciente
,N-122,Radar Móvil,210.740-211.380,211.380
,N-122,Radar Móvil,211.380-218.410,218.410
,N-122,Radar Móvil,219.580-223.010,223.010
,N-122,Radar Móvil,222.990-247.070,247.070
,N-122,Radar Móvil,95.850-98.200,98.200
,N-234,Radar Móvil,304.040-320.590,320.590
,N-234,Radar Móvil,320.590-344.710,344.710
,N-234,Radar Tramo,337.565(2.815m),m)
,N-234,Radar Tramo,340.39(2.815m),m)
,N-234,Radar Móvil,352.880-379.350,379.350
,N-234,Radar Móvil,379.350-408.400,408.400
,N-234,Radar Fijo,406.8,Creciente
,N-IIa,Radar Móvil,145.100-153.800,153.800
,SO-100,Radar Móvil,0.500-43.910,43.910
,SO-20,Radar Móvil,14.210-22.420,22.420
,SO-340,Radar Móvil,7.650-22.150,22.150
,SO-380,Radar Móvil,0.000-8.100,8.100
,SO-615,Radar Móvil,0.000-21.020,21.020
,SO-615,Radar Móvil,21.020-48.650,48.650
,SO-800,Radar Móvil,0.000-14.750,14.750
,SO-820,Radar Móvil,0.000-22.130,22.130
,SO-830,Radar Móvil,0.000-31.480,31.480
,SO-920,Radar Móvil,1.240-33.940,33.940
,A-1507,Radar Móvil,0.960-20.940,20.940
,A-1512,Radar Móvil,0.030-68.580,68.580
,A-1514,Radar Móvil,0.050-37.510,37.510
,A-1515,Radar Móvil,0.000-15.810,15.810
,A-1701,Radar Móvil,0.120-56.270,56.270
,A-222,Radar Móvil,46.340-62.870,62.870
,A-223,Radar Móvil,0.000-44.780,44.780
,A-226,Radar Móvil,0.000-41.730,41.730
,A-228,Radar Móvil,14.680-50.260,50.260
,A-23,Radar Fijo,165.44,Creciente
,A-23,Radar Fijo,88.6,Decreciente
,A-231,Radar Móvil,0.000-31.280,31.280
,A-232,Radar Móvil,0.000-17.690,17.690
,A-2511,Radar Móvil,0.000-41.400,41.400
,N-211,Radar Fijo,228.153,Decreciente
,N-211,Radar Móvil,120.030-129.930,129.930
,N-211,Radar Móvil,213.250-227.200,227.200
,N-211,Radar Móvil,227.190-239.680,239.680
,N-211,Radar Móvil,91.470-108.390,108.390
,N-232,Radar Fijo,169.815,Decreciente
,N-232,Radar Móvil,119.920-137.600,137.600
,N-232,Radar Fijo,128.95,Creciente
,N-232,Radar Móvil,137.600-165.040,165.040
,N-232,Radar Fijo,137.82,Decreciente
,N-232,Radar Móvil,166.520-186.830,186.830
,N-234,Radar Fijo,75.808,Decreciente
,N-234,Radar Fijo,119.66,Decreciente
,N-234,Radar Móvil,182.630-213.390,213.390
,N-234,Radar Móvil,63.600-92.860,92.860
,N-234,Radar Móvil,99.550-122.000,122.000
,N-330,Radar Móvil,275.220-301.470,301.470
,N-420,Radar Fijo,624.882,Decreciente
,N-420,Radar Fijo,776.975,Decreciente
,N-420,Radar Móvil,584.340-629.740,629.740
,N-420,Radar Móvil,629.740-656.360,656.360
,N-420,Radar Móvil,754.400-781.680,781.680
,TE-30,Radar Móvil,0.000-7.200,7.200
,TE-V-6015,Radar Móvil,0.030-0.880,0.880
,TE-V-8011,Radar Móvil,0.000-9.350,9.350
,TE-V-9025,Radar Móvil,0.000-17.570,17.570
,A-4,Radar Fijo,40.406,Decreciente
,A-4,Radar Fijo,41.409,Creciente
,A-4,Radar Fijo,95.748,Decreciente
,A-4,Radar Fijo,67.61,Creciente
,A-42,Radar Fijo,44.6,Decreciente
,A-42,Radar Fijo,55.7,Creciente
,A-42,Radar Fijo,55.7,Decreciente
,A-42,Radar Fijo,71.4,Creciente
,A-5,Radar Fijo,57.864,Creciente
,A-5,Radar Fijo,139.459,Creciente
,CM-4000,Radar Fijo,17.1,Creciente
,CM-4004,Radar Fijo,14.252,Creciente
,CM-4006,Radar Móvil,22.650-24.080,24.080
,CM-4008,Radar Fijo,2.8,Creciente
,CM-401,Radar Móvil,37.460-92.200,92.200
,CM-401,Radar Móvil,5.160-37.460,37.460
,CM-4010,Radar Móvil,0.000-1.040,1.040
,CM-4015,Radar Móvil,14.970-29.870,29.870
,CM-4019,Radar Móvil,0.000-19.590,19.590
,CM-403,Radar Móvil,7.820-27.400,27.400
,CM-410,Radar Fijo,116.122,Decreciente
,CM-410,Radar Móvil,0.000-28.430,28.430
,CM-410,Radar Móvil,75.820-117.680,117.680
,CM-42,Radar Fijo,39.8,Decreciente
,CM-5007,Radar Fijo,9.932,Creciente
,M-305,Radar Fijo,0.7,Creciente
,N-301,Radar Fijo,83.401,Decreciente
,N-301,Radar Fijo,132.537,Decreciente
,N-301,Radar Móvil,65.200-68.780,68.780
,N-301,Radar Móvil,77.230-83.170,83.170
,N-400,Radar Móvil,64.110-78.300,78.300
,N-401,Radar Fijo,111.367,Decreciente
,N-401,Radar Móvil,106.920-149.040,149.040
,N-401,Radar Fijo,148.28,Creciente
,N-401,Radar Móvil,79.360-80.300,80.300
,N-401,Radar Móvil,80.300-83.610,83.610
,N-401,Radar Fijo,82.6,Ambos
,N-401,Radar Móvil,83.610-99.660,99.660
,N-401,Radar Móvil,99.660-106.920,106.920
,N-403,Radar Móvil,2.780-15.000,15.000
,N-403,Radar Móvil,23.230-25.030,25.030
,N-403,Radar Móvil,36.070-40.580,40.580
,N-403,Radar Móvil,42.170-70.950,70.950
,N-502,Radar Fijo,110.259,Decreciente
,N-502,Radar Móvil,118.740-138.420,138.420
,N-502,Radar Móvil,138.420-164.000,164.000
,N-502,Radar Móvil,164.000-189.800,189.800
,N-502,Radar Móvil,85.300-109.660,109.660
,N-Va,Radar Móvil,148.000-148.150,148.150
,N-Va,Radar Móvil,40.650-45.920,45.920
,TO-1297,Radar Móvil,0.130-12.170,12.170
,TO-1299,Radar Móvil,0.000-2.400,2.400
,TO-2875,Radar Móvil,0.000-6.330,6.330
,A-3,Radar Fijo,247.571,Decreciente
,A-3,Radar Fijo,314.878,Creciente
,A-3,Radar Fijo,292.13,Creciente
,A-35,Radar Fijo,43.302,Creciente
,A-7,Radar Fijo,326.403,Creciente
,A-7,Radar Fijo,337.389,Creciente
,A-7,Radar Fijo,344.637,Decreciente
,A-7,Radar Fijo,349.655,Creciente
,A-7,Radar Fijo,337.45,Decreciente
,A-7,Radar Fijo,352.03,Decreciente
,A-7,Radar Fijo,407.75,Decreciente
,AP-7,Radar Fijo,478.1,Creciente
,CV-310,Radar Fijo,13.1,Creciente
,CV-315,Radar Móvil,12.970-17.920,17.920
,CV-339,Radar Móvil,0.000-14.360,14.360
,CV-345,Radar Móvil,0.000-9.680,9.680
,CV-35,Radar Fijo,12.95,Decreciente
,CV-35,Radar Tramo,3.72(1.882m),m)
,CV-35,Radar Fijo,7.6,Creciente
,CV-370,Radar Móvil,13.440-28.510,28.510
,CV-390,Radar Móvil,39.560-46.080,46.080
,CV-40,Radar Móvil,0.590-11.030,11.030
,CV-40,Radar Móvil,11.000-24.220,24.220
,CV-405,Radar Móvil,0.000-10.150,10.150
,CV-415,Radar Móvil,0.000-9.380,9.380
,CV-415,Radar Móvil,13.660-21.410,21.410
,CV-415,Radar Móvil,9.580-13.320,13.320
,CV-42,Radar Móvil,17.500-22.000,22.000
,CV-470,Radar Móvil,0.000-6.020,6.020
,CV-470,Radar Móvil,6.020-21.200,21.200
,CV-50,Radar Fijo,14.765,Creciente
,CV-500,Radar Tramo,14.63(5.440m),m)
,CV-500,Radar Móvil,21.340-29.010,29.010
,CV-500,Radar Tramo,9.088(5.440m),m)
,CV-510,Radar Móvil,2.450-6.260,6.260
,CV-545,Radar Móvil,0.000-2.070,2.070
,CV-590,Radar Móvil,52.270-59.940,59.940
,CV-60,Radar Fijo,8.165,Decreciente
,CV-60,Radar Móvil,0.000-7.060,7.060
,CV-60,Radar Tramo,16.825(5.989m),m)
,CV-60,Radar Tramo,22.8(5.987m),m)
,CV-60,Radar Móvil,22.980-34.880,34.880
,CV-60,Radar Móvil,7.060-9.320,9.320
,CV-60,Radar Móvil,9.320-22.980,22.980
,CV-610,Radar Fijo,1.36,Creciente
,CV-660,Radar Móvil,8.240-26.610,26.610
,CV-715,Radar Móvil,0.000-4.900,4.900
,CV-81,Radar Fijo,6.35,Creciente
,N-322,Radar Móvil,425.590-453.900,453.900
,N-330,Radar Móvil,132.750-170.300,170.300
,N-330,Radar Móvil,187.560-215.620,215.620
,N-330,Radar Móvil,99.050-130.100,130.100
,N-332,Radar Fijo,245,Creciente
,N-332,Radar Fijo,232.202,Creciente
,N-332,Radar Móvil,204.540-226.120,226.120
,N-332,Radar Fijo,223.5,Creciente
,N-332,Radar Móvil,228.980-251.090,251.090
,N-340,Radar Móvil,817.980-826.410,826.410
,N-344,Radar Fijo,126.6,Creciente
,N-III,Radar Móvil,239.700-263.530,263.530
,V-21,Radar Fijo,13.55,Creciente
,V-31,Radar Fijo,5.25,Creciente
,A-6,Radar Fijo,171.092,Creciente
,A-62,Radar Fijo,116.347,Creciente
,A-62,Radar Fijo,156.043,Creciente
,A-62,Radar Fijo,132.45,Decreciente
,CL-600,Radar Móvil,0.000-4.930,4.930
,CL-600,Radar Móvil,18.170-28.010,28.010
,CL-600,Radar Móvil,6.090-18.170,18.170
,CL-602,Radar Móvil,10.560-29.230,29.230
,CL-602,Radar Móvil,58.080-77.260,77.260
,CL-602,Radar Móvil,77.240-96.200,96.200
,CL-602,Radar Fijo,91.98,Decreciente
,CL-610,Radar Móvil,10.800-25.380,25.380
,CL-610,Radar Móvil,32.000-41.690,41.690
,CL-610,Radar Móvil,44.290-59.760,59.760
,CL-610,Radar Móvil,9.290-10.820,10.820
,CL-612,Radar Móvil,21.580-36.430,36.430
,CL-612,Radar Móvil,39.530-61.780,61.780
,N-122,Radar Fijo,300.135,Ambos
,N-122,Radar Móvil,296.560-328.960,328.960
,N-122,Radar Móvil,335.010-343.470,343.470
,N-122,Radar Fijo,342.25,Decreciente
,N-601,Radar Fijo,183.675,Creciente
,N-601,Radar Móvil,135.720-148.350,148.350
,N-601,Radar Móvil,148.350-175.300,175.300
,N-601,Radar Fijo,170.53,Decreciente
,N-601,Radar Móvil,213.000-230.300,230.300
,N-601,Radar Tramo,226.4(1.848m),m)
,N-601,Radar Tramo,228.2(1.848m),m)
,N-601,Radar Móvil,233.230-259.380,259.380
,N-601,Radar Móvil,260.870-267.940,267.940
,N-601,Radar Móvil,267.940-270.750,270.750
,N-601,Radar Móvil,270.750-274.900,274.900
,N-610,Radar Móvil,36.050-45.520,45.520
,N-610,Radar Móvil,45.580-59.750,59.750
,N-620,Radar Móvil,156.690-181.190,181.190
,VA-140,Radar Móvil,32.350-56.450,56.450
,VA-140,Radar Móvil,4.060-32.350,32.350
,VA-20,Radar Fijo,7,Creciente
,VA-200,Radar Móvil,0.000-6.700,6.700
,VA-223,Radar Móvil,0.000-20.000,20.000
,VA-900,Radar Fijo,2.82,Decreciente
,VA-905,Radar Móvil,0.000-21.400,21.400
,VP-4402,Radar Móvil,0.000-3.480,3.480
,A-52,Radar Fijo,110.55,Decreciente
,A-52,Radar Fijo,14.8,Decreciente
,A-52,Radar Fijo,58.45,Decreciente
,A-52,Radar Fijo,99.4,Decreciente
,A-6,Radar Fijo,262.377,Creciente
,A-6,Radar Fijo,270.567,Decreciente
,A-6,Radar Fijo,245.95,Decreciente
,CL-527,Radar Móvil,0.000-72.240,72.240
,CL-602,Radar Móvil,0.000-10.560,10.560
,CL-605,Radar Móvil,119.220-168.820,168.820
,CL-612,Radar Móvil,61.780-72.220,72.220
,CL-612,Radar Móvil,73.490-117.550,117.550
,N-122,Radar Móvil,454.050-457.500,457.500
,N-122,Radar Móvil,464.270-465.340,465.340
,N-122,Radar Móvil,465.240-537.330,537.330
,N-122,Radar Tramo,474.725(5.263m),m)
,N-122,Radar Tramo,479.99(5.259m),m)
,N-525,Radar Móvil,0.000-50.690,50.690
,N-525,Radar Móvil,102.060-105.610,105.610
,N-525,Radar Móvil,111.300-113.760,113.760
,N-525,Radar Móvil,113.760-114.600,114.600
,N-525,Radar Móvil,52.130-77.210,77.210
,N-610,Radar Móvil,74.680-83.470,83.470
,N-630,Radar Fijo,261.9,Decreciente
,N-630,Radar Móvil,281.230-283.420,283.420
,N-631,Radar Móvil,0.240-55.780,55.780
,N-VI,Radar Móvil,263.500-277.020,277.020
,ZA-20,Radar Móvil,0.000-5.510,5.510
,ZA-311,Radar Móvil,0.000-25.080,25.080
,ZA-330,Radar Móvil,0.000-9.210,9.210
,ZA-512,Radar Móvil,13.990-14.240,14.240
,ZA-512,Radar Móvil,14.240-18.790,18.790
,ZA-P-1304,Radar Móvil,30.130-48.270,48.270
,ZA-P-2308,Radar Móvil,0.000-7.310,7.310
,ZA-P-2312,Radar Móvil,0.000-7.760,7.760
,A-121,Radar Fijo,2.2,Creciente
,A-122,Radar Móvil,0.000-41.180,41.180
,A-123,Radar Fijo,7.9,Decreciente
,A-125,Radar Móvil,18.370-35.980,35.980
,A-126,Radar Móvil,35.020-54.860,54.860
,A-127,Radar Móvil,12.420-39.820,39.820
,A-127,Radar Fijo,22.9,Decreciente
,A-2,Radar Fijo,308.325,Creciente
,A-2,Radar Fijo,202.33,Creciente
,A-2,Radar Fijo,232.2,Creciente
,A-2,Radar Fijo,272.95,Decreciente
,A-2,Radar Fijo,297.75,Creciente
,A-2,Radar Fijo,313.68,Decreciente
,A-220,Radar Fijo,1.596,Creciente
,A-220,Radar Fijo,9.366,Creciente
,A-220,Radar Móvil,19.690-37.070,37.070
,A-221,Radar Móvil,26.850-51.570,51.570
,A-221,Radar Móvil,52.730-82.200,82.200
,A-230,Radar Móvil,0.000-0.590,0.590
,A-230,Radar Móvil,0.590-33.000,33.000
,A-230,Radar Móvil,33.000-37.200,37.200
,A-68,Radar Fijo,246.017,Creciente
,A-68,Radar Fijo,248.581,Decreciente
,A-68,Radar Fijo,255.655,Creciente
,A-68,Radar Fijo,263.057,Creciente
,A-68,Radar Fijo,269.986,Creciente
,A-68,Radar Fijo,250.95,Decreciente
,CV-624,Radar Móvil,0.000-0.740,0.740
,CV-661,Radar Móvil,0.000-4.340,4.340
,N-122,Radar Móvil,49.450-57.740,57.740
,N-122,Radar Móvil,57.740-85.550,85.550
,N-125,Radar Móvil,3.840-8.490,8.490
,N-125,Radar Tramo,5.7(2.071m),m)
,N-125,Radar Tramo,7.8(2.071m),m)
,N-125,Radar Móvil,8.460-10.120,10.120
,N-232,Radar Fijo,293.875,Creciente
,N-232,Radar Móvil,194.190-208.620,208.620
,N-232,Radar Móvil,269.140-287.880,287.880
,N-232,Radar Móvil,287.880-296.780,296.780
,N-234,Radar Móvil,222.920-256.330,256.330
,N-234,Radar Móvil,258.940-304.040,304.040
,N-330,Radar Fijo,456.395,Decreciente
,N-330,Radar Móvil,417.340-440.070,440.070
,N-330,Radar Móvil,453.300-482.700,482.700
,N-330,Radar Fijo,505.19,Decreciente
,N-330,Radar Fijo,508.1,Creciente
,N-330a,Radar Móvil,527.630-531.760,531.760
,N-II,Radar Fijo,341.056,Creciente
,N-II,Radar Móvil,329.270-329.880,329.880
,N-II,Radar Móvil,340.720-347.210,347.210
,N-II,Radar Fijo,343.2,Decreciente
,N-II,Radar Móvil,347.210-390.960,390.960
,N-II,Radar Fijo,362.7,Decreciente
,N-II,Radar Móvil,390.960-394.350,394.350
,N-IIa,Radar Móvil,190.400-191.000,191.000
,N-IIe,Radar Móvil,226.480-228.430,228.430
,Z-40,Radar Fijo,15.7,Decreciente
,Z-40,Radar Tramo,29.7(3.082m),m)
